Country,EdLevel,YearsCodePro,Salary
Canada,Bachelor’s degree,1.0,45379.0
Germany,Less than a Bachelors,16.0,71601.0
India,Bachelor’s degree,3.0,14660.0
United Kingdom,Bachelor’s degree,5.0,29730.0
United States,Bachelor’s degree,2.0,75000.0
Germany,Less than a Bachelors,22.0,108098.0
Germany,Bachelor’s degree,6.0,52258.0
United States,Less than a Bachelors,3.0,210000.0
Brazil,Bachelor’s degree,4.0,10176.0
United States,Bachelor’s degree,18.0,200000.0
Italy,Bachelor’s degree,2.0,22701.0
United Kingdom,Bachelor’s degree,6.0,42009.0
France,Master’s degree,15.0,44628.0
United States,Less than a Bachelors,3.0,58000.0
Spain,Bachelor’s degree,7.0,46482.0
United Kingdom,Master’s degree,6.0,67215.0
Sweden,Less than a Bachelors,2.0,41724.0
United States,Bachelor’s degree,3.0,142000.0
United Kingdom,Master’s degree,8.0,68507.0
United Kingdom,Bachelor’s degree,6.0,81433.0
Russian Federation,Master’s degree,10.0,22644.0
United States,Bachelor’s degree,23.0,125000.0
United States,Master’s degree,4.0,87000.0
United States,Bachelor’s degree,14.0,139000.0
United States,Master’s degree,6.0,130000.0
United States,Bachelor’s degree,8.0,105000.0
United States,Master’s degree,5.0,154000.0
United States,Bachelor’s degree,4.0,91375.0
United States,Bachelor’s degree,21.0,82000.0
Germany,Master’s degree,10.0,53184.0
Italy,Less than a Bachelors,1.0,15564.0
United States,Master’s degree,9.0,235000.0
United Kingdom,Bachelor’s degree,15.0,126674.0
Poland,Less than a Bachelors,3.0,19140.0
Canada,Less than a Bachelors,23.0,78657.0
United Kingdom,Master’s degree,20.0,74970.0
France,Master’s degree,13.0,59454.0
Poland,Master’s degree,7.0,30372.0
United States,Less than a Bachelors,6.0,50000.0
United States,Post grad,2.0,110000.0
United Kingdom,Bachelor’s degree,9.0,84019.0
United States,Master’s degree,10.0,140000.0
Brazil,Master’s degree,3.0,13068.0
Germany,Bachelor’s degree,15.0,73507.0
United Kingdom,Bachelor’s degree,1.0,33607.0
Poland,Less than a Bachelors,2.0,20052.0
United States,Bachelor’s degree,2.0,60000.0
United Kingdom,Bachelor’s degree,7.0,74970.0
United States,Master’s degree,10.0,109000.0
United Kingdom,Less than a Bachelors,30.0,55582.0
Italy,Less than a Bachelors,6.0,23352.0
Germany,Less than a Bachelors,2.0,44100.0
Sweden,Master’s degree,7.0,54000.0
United States,Bachelor’s degree,8.0,111000.0
Canada,Bachelor’s degree,1.0,55967.0
Canada,Bachelor’s degree,10.0,45379.0
United Kingdom,Master’s degree,8.0,112456.0
United States,Master’s degree,23.0,105000.0
United States,Bachelor’s degree,13.0,154000.0
France,Master’s degree,5.0,75669.0
United States,Bachelor’s degree,7.0,91000.0
France,Bachelor’s degree,10.0,47563.0
Germany,Post grad,20.0,64859.0
United Kingdom,Post grad,7.0,38778.0
United States,Bachelor’s degree,8.0,97185.0
United States,Master’s degree,12.0,89250.0
United Kingdom,Less than a Bachelors,30.0,187426.0
Germany,Less than a Bachelors,10.0,36324.0
United States,Master’s degree,10.0,75000.0
United States,Bachelor’s degree,6.0,80000.0
United States,Bachelor’s degree,5.0,170000.0
Canada,Less than a Bachelors,3.0,102000.0
United States,Master’s degree,3.0,150000.0
United States,Bachelor’s degree,15.0,100000.0
Poland,Bachelor’s degree,3.0,21264.0
United States,Bachelor’s degree,5.0,80000.0
United States,Master’s degree,22.0,200000.0
United States,Less than a Bachelors,3.0,60000.0
Canada,Bachelor’s degree,28.0,86976.0
United Kingdom,Less than a Bachelors,5.0,51704.0
Canada,Master’s degree,10.0,81863.0
United States,Bachelor’s degree,2.0,75000.0
United States,Bachelor’s degree,5.0,80000.0
United States,Bachelor’s degree,6.0,98000.0
Sweden,Master’s degree,10.0,55224.0
United States,Bachelor’s degree,5.0,66000.0
United States,Bachelor’s degree,23.0,143000.0
Canada,Master’s degree,11.0,75631.0
United States,Bachelor’s degree,3.0,82892.0
Poland,Master’s degree,4.0,28860.0
United States,Bachelor’s degree,3.0,26000.0
United States,Bachelor’s degree,0.5,82000.0
United States,Master’s degree,21.0,76000.0
United States,Master’s degree,25.0,190000.0
United States,Less than a Bachelors,20.0,170000.0
United States,Master’s degree,8.0,92000.0
United States,Bachelor’s degree,0.5,48000.0
United States,Master’s degree,3.0,110000.0
United States,Bachelor’s degree,3.0,110000.0
United States,Bachelor’s degree,1.0,50000.0
United Kingdom,Post grad,7.0,41363.0
Brazil,Less than a Bachelors,2.0,10176.0
Poland,Less than a Bachelors,4.0,45564.0
Brazil,Bachelor’s degree,30.0,41232.0
Netherlands,Master’s degree,17.0,91883.0
United States,Bachelor’s degree,1.0,63000.0
United States,Master’s degree,10.0,80000.0
United States,Bachelor’s degree,3.0,83000.0
Russian Federation,Bachelor’s degree,5.0,24540.0
Canada,Less than a Bachelors,7.0,74119.0
Germany,Bachelor’s degree,1.0,43239.0
United States,Bachelor’s degree,7.0,85000.0
United States,Bachelor’s degree,6.0,120000.0
United States,Bachelor’s degree,4.0,225000.0
Netherlands,Master’s degree,6.0,44748.0
United States,Bachelor’s degree,3.0,78000.0
United States,Bachelor’s degree,6.0,95000.0
United States,Bachelor’s degree,7.0,92000.0
Germany,Master’s degree,7.0,75669.0
United States,Master’s degree,5.0,107000.0
United States,Bachelor’s degree,20.0,120000.0
United States,Bachelor’s degree,6.0,130000.0
United Kingdom,Bachelor’s degree,5.0,47826.0
United States,Master’s degree,2.0,95000.0
Canada,Post grad,9.0,45379.0
United States,Master’s degree,12.0,50000.0
United States,Bachelor’s degree,1.0,62500.0
United States,Bachelor’s degree,2.0,100000.0
United States,Bachelor’s degree,5.0,82941.0
United States,Bachelor’s degree,13.0,82500.0
Australia,Post grad,4.0,86853.0
United States,Bachelor’s degree,8.0,73000.0
United States,Less than a Bachelors,0.5,57500.0
United States,Master’s degree,8.0,88000.0
Netherlands,Less than a Bachelors,7.0,57292.0
Canada,Bachelor’s degree,2.0,45379.0
Netherlands,Less than a Bachelors,13.0,75669.0
Netherlands,Less than a Bachelors,23.0,67452.0
United Kingdom,Bachelor’s degree,3.0,38778.0
United States,Bachelor’s degree,5.0,90000.0
United States,Bachelor’s degree,2.0,67500.0
Canada,Less than a Bachelors,7.0,52942.0
United States,Bachelor’s degree,9.0,132000.0
United States,Bachelor’s degree,5.0,99999.0
United States,Bachelor’s degree,27.0,145000.0
United States,Bachelor’s degree,1.0,146000.0
India,Bachelor’s degree,5.0,22897.0
United States,Less than a Bachelors,2.0,48000.0
United Kingdom,Master’s degree,8.0,46533.0
United States,Master’s degree,8.0,67000.0
United States,Bachelor’s degree,10.0,115000.0
United Kingdom,Less than a Bachelors,5.0,32961.0
United States,Bachelor’s degree,2.0,90000.0
Poland,Master’s degree,14.0,45564.0
United States,Master’s degree,5.0,110000.0
Netherlands,Bachelor’s degree,1.0,47563.0
United Kingdom,Master’s degree,4.0,77556.0
United Kingdom,Post grad,7.0,58167.0
United States,Bachelor’s degree,6.0,130000.0
United Kingdom,Master’s degree,23.0,87896.0
India,Bachelor’s degree,9.0,19272.0
United States,Master’s degree,5.0,110000.0
United States,Master’s degree,14.0,110000.0
Canada,Bachelor’s degree,23.0,101346.0
Australia,Bachelor’s degree,10.0,153662.0
United Kingdom,Master’s degree,1.0,32315.0
Australia,Bachelor’s degree,9.0,136840.0
Canada,Bachelor’s degree,13.0,113447.0
Canada,Bachelor’s degree,14.0,75631.0
United States,Bachelor’s degree,3.0,80000.0
United States,Bachelor’s degree,10.0,125000.0
United States,Post grad,5.0,90000.0
Poland,Master’s degree,27.0,63281.0
United States,Master’s degree,7.0,114000.0
United States,Post grad,4.0,140000.0
Canada,Bachelor’s degree,15.0,65043.0
United States,Bachelor’s degree,22.0,112000.0
United States,Bachelor’s degree,22.0,80000.0
India,Bachelor’s degree,8.0,32112.0
United States,Bachelor’s degree,8.0,145000.0
United States,Bachelor’s degree,3.0,100000.0
Canada,Bachelor’s degree,4.0,143699.0
United States,Master’s degree,3.0,135000.0
United States,Bachelor’s degree,0.5,200000.0
United States,Bachelor’s degree,2.0,93000.0
United States,Post grad,7.0,181000.0
India,Master’s degree,8.0,11724.0
United States,Bachelor’s degree,7.0,92000.0
United States,Bachelor’s degree,4.0,140000.0
United States,Less than a Bachelors,14.0,135000.0
Netherlands,Less than a Bachelors,6.0,45396.0
United Kingdom,Bachelor’s degree,3.0,45241.0
Russian Federation,Post grad,10.0,46428.0
United Kingdom,Bachelor’s degree,20.0,50411.0
Germany,Bachelor’s degree,5.0,81074.0
United Kingdom,Bachelor’s degree,3.0,51704.0
India,Bachelor’s degree,3.0,16754.0
Netherlands,Bachelor’s degree,2.0,38136.0
India,Master’s degree,10.0,11867.0
Spain,Post grad,20.0,64860.0
Russian Federation,Less than a Bachelors,12.0,37752.0
United Kingdom,Bachelor’s degree,22.0,59459.0
Australia,Bachelor’s degree,19.0,88189.0
Sweden,Less than a Bachelors,8.0,44100.0
Russian Federation,Bachelor’s degree,5.0,15096.0
Sweden,Master’s degree,15.0,73644.0
Sweden,Post grad,13.0,51552.0
Germany,Post grad,18.0,162147.0
Germany,Master’s degree,20.0,103774.0
Germany,Less than a Bachelors,20.0,60535.0
Spain,Bachelor’s degree,14.0,22701.0
India,Bachelor’s degree,7.0,15358.0
India,Bachelor’s degree,4.0,33508.0
Spain,Master’s degree,16.0,32429.0
United States,Less than a Bachelors,10.0,70000.0
United Kingdom,Master’s degree,10.0,72385.0
United States,Bachelor’s degree,22.0,120000.0
United Kingdom,Bachelor’s degree,11.0,50411.0
United Kingdom,Post grad,2.0,84019.0
France,Master’s degree,16.0,59454.0
Italy,Less than a Bachelors,22.0,49725.0
United States,Less than a Bachelors,15.0,150000.0
Brazil,Bachelor’s degree,25.0,68724.0
Germany,Master’s degree,12.0,86478.0
United States,Bachelor’s degree,5.0,100000.0
Netherlands,Less than a Bachelors,1.0,55776.0
Germany,Bachelor’s degree,8.0,77831.0
United Kingdom,Bachelor’s degree,2.0,59459.0
United States,Bachelor’s degree,3.0,155000.0
United States,Bachelor’s degree,22.0,185000.0
United States,Bachelor’s degree,13.0,166400.0
Canada,Bachelor’s degree,20.0,105884.0
United States,Bachelor’s degree,5.0,81000.0
France,Master’s degree,2.0,25944.0
Canada,Less than a Bachelors,10.0,226894.0
United Kingdom,Bachelor’s degree,25.0,105993.0
Germany,Post grad,7.0,38915.0
United States,Master’s degree,23.0,135000.0
United States,Master’s degree,21.0,103000.0
France,Master’s degree,5.0,51887.0
United States,Bachelor’s degree,6.0,150000.0
United States,Bachelor’s degree,8.0,90000.0
United States,Bachelor’s degree,19.0,131000.0
Netherlands,Master’s degree,30.0,67452.0
Poland,Less than a Bachelors,1.0,10632.0
United Kingdom,Bachelor’s degree,21.0,135722.0
Germany,Bachelor’s degree,11.0,70264.0
India,Bachelor’s degree,3.0,10471.0
Canada,Bachelor’s degree,27.0,49160.0
Germany,Bachelor’s degree,16.0,68102.0
United States,Bachelor’s degree,15.0,140000.0
France,Less than a Bachelors,3.0,27240.0
United States,Bachelor’s degree,5.0,125000.0
United States,Bachelor’s degree,7.0,135000.0
United Kingdom,Post grad,5.0,54289.0
United States,Bachelor’s degree,9.0,65000.0
Italy,Less than a Bachelors,9.0,39996.0
United Kingdom,Less than a Bachelors,0.5,23008.0
United States,Bachelor’s degree,9.0,115000.0
United States,Master’s degree,12.0,135000.0
Spain,Master’s degree,25.0,37294.0
United States,Less than a Bachelors,6.0,165000.0
United States,Post grad,33.0,200000.0
France,Master’s degree,8.0,54049.0
United States,Bachelor’s degree,0.5,70000.0
United Kingdom,Master’s degree,10.0,69154.0
India,Bachelor’s degree,3.0,18150.0
Canada,Bachelor’s degree,4.0,47648.0
United States,Less than a Bachelors,0.5,40000.0
United States,Less than a Bachelors,12.0,88000.0
Canada,Master’s degree,8.0,90758.0
United States,Bachelor’s degree,8.0,170000.0
United States,Less than a Bachelors,4.0,72000.0
France,Master’s degree,0.5,30267.0
Canada,Bachelor’s degree,1.0,49160.0
United States,Bachelor’s degree,0.5,103000.0
United Kingdom,Bachelor’s degree,7.0,77556.0
Germany,Bachelor’s degree,0.5,51887.0
United States,Bachelor’s degree,15.0,153000.0
Sweden,Bachelor’s degree,8.0,57684.0
United States,Bachelor’s degree,7.0,75000.0
United States,Bachelor’s degree,40.0,175000.0
Poland,Bachelor’s degree,2.0,44297.0
United States,Bachelor’s degree,28.0,185000.0
France,Master’s degree,11.0,86478.0
United States,Bachelor’s degree,4.0,140000.0
India,Bachelor’s degree,5.0,20943.0
Sweden,Less than a Bachelors,4.0,42960.0
Canada,Less than a Bachelors,6.0,60505.0
Australia,Bachelor’s degree,19.0,93533.0
United States,Less than a Bachelors,0.5,75000.0
India,Bachelor’s degree,3.0,13962.0
United States,Master’s degree,21.0,170000.0
Canada,Master’s degree,16.0,90758.0
United States,Bachelor’s degree,2.0,100000.0
India,Bachelor’s degree,3.0,60312.0
United States,Bachelor’s degree,10.0,240000.0
Canada,Bachelor’s degree,3.0,56723.0
United States,Bachelor’s degree,16.0,130000.0
United States,Bachelor’s degree,0.5,60000.0
Canada,Bachelor’s degree,20.0,86976.0
Canada,Bachelor’s degree,7.0,105884.0
Australia,Bachelor’s degree,7.0,59461.0
United States,Bachelor’s degree,22.0,125000.0
United Kingdom,Bachelor’s degree,6.0,96945.0
United States,Bachelor’s degree,4.0,150000.0
United States,Bachelor’s degree,7.0,180000.0
United States,Bachelor’s degree,4.0,102000.0
United States,Bachelor’s degree,8.0,100000.0
United States,Less than a Bachelors,8.0,152000.0
United States,Master’s degree,11.0,110000.0
United States,Master’s degree,22.0,95000.0
United States,Master’s degree,10.0,180000.0
United States,Master’s degree,3.0,146000.0
Canada,Master’s degree,12.0,62018.0
Australia,Bachelor’s degree,30.0,102419.0
United Kingdom,Less than a Bachelors,5.0,31022.0
United States,Master’s degree,16.0,200000.0
United States,Bachelor’s degree,2.0,60000.0
United States,Bachelor’s degree,8.0,120000.0
United States,Less than a Bachelors,0.5,115000.0
United States,Master’s degree,16.0,68000.0
United States,Master’s degree,7.0,81300.0
United States,Less than a Bachelors,20.0,120000.0
United States,Master’s degree,16.0,118000.0
Brazil,Less than a Bachelors,4.0,20892.0
United States,Bachelor’s degree,12.0,171000.0
Netherlands,Bachelor’s degree,20.0,77832.0
United Kingdom,Bachelor’s degree,20.0,88155.0
Netherlands,Master’s degree,6.0,64860.0
India,Bachelor’s degree,8.0,27923.0
Sweden,Master’s degree,1.0,42468.0
Spain,Master’s degree,22.0,48644.0
United Kingdom,Bachelor’s degree,12.0,96945.0
Sweden,Less than a Bachelors,14.0,51547.0
France,Master’s degree,25.0,65239.0
Sweden,Master’s degree,11.0,56252.0
Poland,Master’s degree,14.0,121500.0
United Kingdom,Master’s degree,1.0,34254.0
India,Bachelor’s degree,13.0,37692.0
India,Bachelor’s degree,4.0,13740.0
Russian Federation,Master’s degree,7.0,30192.0
Italy,Less than a Bachelors,4.0,32429.0
Sweden,Bachelor’s degree,2.0,47868.0
India,Bachelor’s degree,4.0,21920.0
France,Master’s degree,28.0,38916.0
India,Bachelor’s degree,16.0,41885.0
Poland,Master’s degree,11.0,50625.0
United Kingdom,Less than a Bachelors,3.0,27924.0
United States,Master’s degree,50.0,115000.0
France,Less than a Bachelors,3.0,37834.0
United States,Bachelor’s degree,3.0,105000.0
United Kingdom,Master’s degree,5.0,122796.0
United Kingdom,Master’s degree,8.0,68507.0
Australia,Less than a Bachelors,11.0,34850.0
Spain,Bachelor’s degree,31.0,46482.0
United States,Bachelor’s degree,35.0,83000.0
Canada,Master’s degree,18.0,75631.0
India,Bachelor’s degree,2.0,10471.0
France,Less than a Bachelors,14.0,43239.0
United States,Less than a Bachelors,10.0,135000.0
United Kingdom,Bachelor’s degree,20.0,155111.0
United States,Bachelor’s degree,23.0,250000.0
Canada,Post grad,22.0,121010.0
United States,Bachelor’s degree,12.0,75000.0
United States,Bachelor’s degree,2.0,73000.0
United States,Master’s degree,5.0,100000.0
Spain,Bachelor’s degree,10.0,22701.0
Germany,Master’s degree,5.0,32424.0
Germany,Less than a Bachelors,7.0,32424.0
Germany,Post grad,2.0,60535.0
Sweden,Bachelor’s degree,8.0,61366.0
United Kingdom,Bachelor’s degree,8.0,84019.0
United States,Less than a Bachelors,20.0,95000.0
United States,Bachelor’s degree,41.0,200000.0
United States,Bachelor’s degree,12.0,140000.0
United Kingdom,Bachelor’s degree,0.5,33607.0
United Kingdom,Bachelor’s degree,7.0,84019.0
United States,Bachelor’s degree,6.0,220000.0
Russian Federation,Bachelor’s degree,5.0,22644.0
United Kingdom,Bachelor’s degree,13.0,155111.0
Russian Federation,Master’s degree,8.0,21708.0
United States,Bachelor’s degree,2.0,102000.0
Germany,Less than a Bachelors,6.0,53184.0
Germany,Bachelor’s degree,5.0,70044.0
Canada,Less than a Bachelors,5.0,107775.0
Germany,Master’s degree,1.0,62697.0
Brazil,Bachelor’s degree,4.0,27488.0
Canada,Bachelor’s degree,4.0,68068.0
Germany,Master’s degree,2.0,50806.0
Australia,Master’s degree,3.0,62133.0
United Kingdom,Master’s degree,2.0,71093.0
United States,Master’s degree,6.0,230000.0
Germany,Master’s degree,9.0,68858.0
United States,Less than a Bachelors,3.0,55000.0
Germany,Less than a Bachelors,10.0,67021.0
Germany,Bachelor’s degree,14.0,70264.0
Poland,Bachelor’s degree,4.0,29772.0
United States,Master’s degree,1.0,63000.0
Australia,Bachelor’s degree,5.0,86853.0
United Kingdom,Master’s degree,4.0,45241.0
Spain,Bachelor’s degree,24.0,47563.0
United Kingdom,Master’s degree,4.0,69800.0
Sweden,Bachelor’s degree,21.0,57684.0
France,Master’s degree,2.0,28105.0
United States,Bachelor’s degree,2.0,58000.0
United States,Bachelor’s degree,16.0,125000.0
United States,Bachelor’s degree,8.0,140000.0
United Kingdom,Less than a Bachelors,4.0,39088.0
United States,Bachelor’s degree,8.0,34000.0
United States,Bachelor’s degree,6.0,135000.0
Spain,Bachelor’s degree,5.0,43239.0
United States,Less than a Bachelors,5.0,85000.0
United States,Bachelor’s degree,8.0,165000.0
Spain,Bachelor’s degree,3.0,37834.0
Canada,Bachelor’s degree,7.0,86976.0
Germany,Bachelor’s degree,7.0,64859.0
United States,Bachelor’s degree,3.0,175000.0
Sweden,Less than a Bachelors,12.0,45408.0
Australia,Bachelor’s degree,5.0,56788.0
Australia,Bachelor’s degree,5.0,86853.0
United Kingdom,Master’s degree,10.0,113748.0
United States,Master’s degree,23.0,140000.0
Netherlands,Master’s degree,5.0,47563.0
United Kingdom,Master’s degree,4.0,34900.0
Germany,Bachelor’s degree,13.0,91883.0
Russian Federation,Bachelor’s degree,2.0,37200.0
France,Bachelor’s degree,8.0,24000.0
United States,Less than a Bachelors,9.0,180000.0
France,Master’s degree,6.0,39694.0
United Kingdom,Master’s degree,2.0,41363.0
United Kingdom,Bachelor’s degree,5.0,129259.0
Canada,Master’s degree,15.0,68068.0
United States,Master’s degree,12.0,135000.0
United States,Bachelor’s degree,0.5,92000.0
United States,Bachelor’s degree,2.0,115000.0
United Kingdom,Master’s degree,18.0,60752.0
United States,Master’s degree,15.0,212750.0
United States,Bachelor’s degree,3.0,95000.0
Netherlands,Bachelor’s degree,3.0,84312.0
United States,Bachelor’s degree,2.0,160000.0
Poland,Bachelor’s degree,6.0,33408.0
Australia,Bachelor’s degree,8.0,87788.0
Germany,Bachelor’s degree,2.0,64859.0
United States,Master’s degree,5.0,104000.0
United States,Bachelor’s degree,0.5,75000.0
United States,Bachelor’s degree,0.5,79000.0
United States,Master’s degree,7.0,72000.0
Germany,Less than a Bachelors,14.0,108098.0
United States,Less than a Bachelors,6.0,170000.0
Netherlands,Master’s degree,0.5,37620.0
United Kingdom,Bachelor’s degree,20.0,64630.0
United States,Bachelor’s degree,1.0,110000.0
France,Master’s degree,18.0,216196.0
United States,Master’s degree,11.0,160000.0
United States,Bachelor’s degree,7.0,120000.0
Canada,Bachelor’s degree,3.0,55211.0
United States,Less than a Bachelors,11.0,75000.0
Australia,Master’s degree,12.0,64140.0
United States,Bachelor’s degree,3.0,100000.0
Germany,Less than a Bachelors,10.0,41508.0
Australia,Less than a Bachelors,20.0,120257.0
United States,Bachelor’s degree,11.0,213000.0
United States,Bachelor’s degree,10.0,200000.0
United Kingdom,Bachelor’s degree,8.0,58167.0
Spain,Bachelor’s degree,2.0,32429.0
Australia,Master’s degree,20.0,60129.0
United States,Bachelor’s degree,4.0,90000.0
Australia,Bachelor’s degree,11.0,67478.0
United States,Master’s degree,15.0,166000.0
United States,Bachelor’s degree,6.0,80000.0
United States,Post grad,7.0,95000.0
Australia,Less than a Bachelors,13.0,60129.0
United Kingdom,Post grad,9.0,44595.0
Australia,Bachelor’s degree,3.0,53448.0
United States,Bachelor’s degree,6.0,110000.0
United States,Bachelor’s degree,4.0,89000.0
United States,Bachelor’s degree,12.0,250000.0
United States,Master’s degree,8.0,99000.0
United Kingdom,Bachelor’s degree,12.0,76263.0
United States,Master’s degree,10.0,150000.0
United States,Bachelor’s degree,1.0,75000.0
Poland,Master’s degree,7.0,43740.0
United Kingdom,Bachelor’s degree,3.0,62045.0
United States,Bachelor’s degree,16.0,150000.0
United States,Bachelor’s degree,3.0,250000.0
United States,Less than a Bachelors,4.0,120000.0
United States,Less than a Bachelors,2.0,100000.0
Australia,Bachelor’s degree,5.0,72154.0
United States,Bachelor’s degree,20.0,176000.0
United States,Less than a Bachelors,26.0,190000.0
United States,Less than a Bachelors,2.0,61500.0
India,Bachelor’s degree,14.0,90751.0
Brazil,Bachelor’s degree,1.0,10992.0
United States,Bachelor’s degree,3.0,120000.0
Canada,Bachelor’s degree,9.0,65799.0
Germany,Bachelor’s degree,3.0,64859.0
Australia,Bachelor’s degree,12.0,54784.0
United States,Bachelor’s degree,7.0,91000.0
United States,Bachelor’s degree,0.5,130000.0
United States,Master’s degree,2.0,180000.0
Australia,Bachelor’s degree,2.0,46767.0
United States,Less than a Bachelors,5.0,160000.0
United States,Bachelor’s degree,7.0,96500.0
United States,Bachelor’s degree,3.0,89000.0
Canada,Bachelor’s degree,3.0,45379.0
India,Less than a Bachelors,10.0,41885.0
United States,Master’s degree,2.0,90000.0
Australia,Bachelor’s degree,15.0,167024.0
United States,Master’s degree,9.0,105000.0
United States,Bachelor’s degree,10.0,250000.0
United States,Less than a Bachelors,3.0,80000.0
United States,Less than a Bachelors,18.0,140000.0
United States,Bachelor’s degree,9.0,220000.0
United States,Less than a Bachelors,3.0,130000.0
United States,Less than a Bachelors,13.0,230000.0
India,Bachelor’s degree,10.0,68412.0
India,Bachelor’s degree,3.0,10471.0
India,Master’s degree,3.0,23735.0
United States,Bachelor’s degree,7.0,160000.0
Germany,Post grad,6.0,64860.0
United States,Bachelor’s degree,0.5,65000.0
United States,Bachelor’s degree,3.0,100000.0
Australia,Post grad,9.0,200429.0
United States,Bachelor’s degree,0.5,76000.0
Germany,Less than a Bachelors,1.0,38915.0
United States,Post grad,7.0,125000.0
Germany,Master’s degree,2.0,108098.0
United Kingdom,Bachelor’s degree,16.0,72385.0
Canada,Bachelor’s degree,2.0,11345.0
Netherlands,Post grad,1.0,28536.0
Canada,Bachelor’s degree,8.0,94539.0
Netherlands,Bachelor’s degree,7.0,33732.0
United States,Bachelor’s degree,10.0,180000.0
Germany,Less than a Bachelors,14.0,75669.0
United States,Master’s degree,8.0,200000.0
India,Bachelor’s degree,13.0,36300.0
India,Master’s degree,5.0,11724.0
United States,Bachelor’s degree,13.0,200000.0
Germany,Post grad,9.0,86478.0
France,Master’s degree,3.0,12972.0
Germany,Bachelor’s degree,3.0,57292.0
Germany,Master’s degree,15.0,86478.0
Sweden,Bachelor’s degree,10.0,61368.0
United States,Bachelor’s degree,3.0,62000.0
India,Bachelor’s degree,1.0,16752.0
Italy,Bachelor’s degree,2.0,28536.0
Germany,Post grad,15.0,97288.0
Germany,Master’s degree,19.0,118908.0
Poland,Bachelor’s degree,12.0,48600.0
Germany,Bachelor’s degree,3.0,55130.0
Canada,Bachelor’s degree,6.0,73362.0
India,Less than a Bachelors,12.0,69809.0
Germany,Master’s degree,7.0,92100.0
United Kingdom,Master’s degree,6.0,80141.0
Netherlands,Master’s degree,3.0,54049.0
Sweden,Less than a Bachelors,4.0,61368.0
Netherlands,Master’s degree,13.0,129718.0
Germany,Bachelor’s degree,6.0,60535.0
Australia,Bachelor’s degree,1.0,53448.0
United States,Bachelor’s degree,5.0,200000.0
United States,Bachelor’s degree,0.5,70000.0
United Kingdom,Bachelor’s degree,16.0,56874.0
India,Bachelor’s degree,1.0,12566.0
Germany,Post grad,8.0,64859.0
Germany,Bachelor’s degree,7.0,73507.0
Poland,Master’s degree,2.0,18228.0
United Kingdom,Less than a Bachelors,2.0,31022.0
Germany,Master’s degree,19.0,86478.0
Italy,Master’s degree,4.0,24000.0
France,Master’s degree,5.0,32424.0
United Kingdom,Bachelor’s degree,2.0,41363.0
United States,Bachelor’s degree,21.0,247000.0
United States,Bachelor’s degree,18.0,125000.0
United Kingdom,Bachelor’s degree,10.0,84019.0
Poland,Less than a Bachelors,4.0,36444.0
United Kingdom,Bachelor’s degree,30.0,63337.0
Germany,Bachelor’s degree,15.0,91883.0
France,Master’s degree,0.5,25944.0
Germany,Bachelor’s degree,3.0,40212.0
Spain,Master’s degree,5.0,75669.0
France,Master’s degree,5.0,24384.0
Germany,Bachelor’s degree,3.0,55346.0
Germany,Less than a Bachelors,0.5,11676.0
Germany,Master’s degree,3.0,31128.0
Russian Federation,Bachelor’s degree,2.0,26424.0
United States,Bachelor’s degree,5.0,89000.0
Germany,Master’s degree,6.0,112422.0
Germany,Bachelor’s degree,5.0,73507.0
Sweden,Less than a Bachelors,7.0,61368.0
Germany,Master’s degree,16.0,75669.0
Russian Federation,Post grad,29.0,67944.0
Sweden,Master’s degree,3.0,46638.0
Netherlands,Less than a Bachelors,20.0,113503.0
Germany,Master’s degree,4.0,60535.0
Spain,Bachelor’s degree,1.0,42158.0
Sweden,Less than a Bachelors,2.0,51552.0
Germany,Bachelor’s degree,10.0,102693.0
Netherlands,Less than a Bachelors,3.0,44830.0
Spain,Master’s degree,7.0,54049.0
United Kingdom,Master’s degree,5.0,105993.0
Italy,Bachelor’s degree,2.0,19452.0
Australia,Less than a Bachelors,14.0,68146.0
Germany,Master’s degree,10.0,97288.0
Germany,Master’s degree,3.0,75669.0
Germany,Bachelor’s degree,17.0,91883.0
Poland,Master’s degree,7.0,36444.0
United Kingdom,Bachelor’s degree,20.0,109871.0
United Kingdom,Less than a Bachelors,14.0,66569.0
Australia,Bachelor’s degree,3.0,66810.0
Germany,Bachelor’s degree,7.0,71340.0
Netherlands,Master’s degree,1.0,40860.0
Netherlands,Bachelor’s degree,3.0,42156.0
Australia,Bachelor’s degree,4.0,68146.0
Italy,Less than a Bachelors,4.0,23782.0
United Kingdom,Master’s degree,1.0,45241.0
Brazil,Bachelor’s degree,2.0,19236.0
Poland,Less than a Bachelors,5.0,26325.0
Spain,Master’s degree,6.0,129720.0
India,Master’s degree,5.0,25131.0
United Kingdom,Less than a Bachelors,0.5,22202.0
India,Master’s degree,20.0,16752.0
France,Bachelor’s degree,1.0,50266.0
France,Master’s degree,4.0,44320.0
Spain,Less than a Bachelors,25.0,43239.0
Poland,Bachelor’s degree,11.0,39492.0
United Kingdom,Master’s degree,5.0,99530.0
Germany,Bachelor’s degree,25.0,97288.0
Sweden,Master’s degree,8.0,48600.0
Russian Federation,Master’s degree,3.0,29256.0
Australia,Bachelor’s degree,10.0,66810.0
United Kingdom,Master’s degree,4.0,129259.0
United States,Bachelor’s degree,1.0,90000.0
India,Bachelor’s degree,7.0,29320.0
United States,Less than a Bachelors,7.0,52000.0
Germany,Less than a Bachelors,10.0,54049.0
Germany,Master’s degree,7.0,86478.0
